ticker,published_at,source_name,author,title,description,content,url
AAPL,2026-03-31T21:19:38Z,CNET,Blake Stimac,Museum Commemorates Apple's 50 Years With Anniversary Exhibit,The exhibit promises an interactive experience with some of Apple's greatest products.,"Apple has been defining technology for 50 years, and a museum is ready to commemorate it for the anniversary. On April 1, the Mimms Museum of Technology and Art will open an extensive exhibit that sh… [+1332 chars]",https://www.cnet.com/tech/museum-apple-50-year-anniversary-exhibit/
AAPL,2026-03-31T21:19:32Z,Android Headlines,Rishaj Upadhyay,Apple’s Improved AI-Infused Siri Will Reportedly Handle Multiple Commands in One Go,The post Apple’s Improved AI-Infused Siri Will Reportedly Handle Multiple Commands in One Go appeared first on Android Headlines.,"Apple, despite being unable to leave its mark in the already intensified AI race, hasnt quite given up on its AI ambitions. The company is looking to make a grand comeback with AI-powered Siri. As WW… [+1616 chars]",https://www.androidheadlines.com/2026/03/apples-improved-ai-infused-siri-will-reportedly-handle-multiple-commands-in-one-go.html
AAPL,2026-03-31T21:13:47Z,Slashdot.org,feedfeeder,'Only limited by the physics': inside Apple’s AirPods Max 2 and the H2 chip upgrade - TechRadar,"'Only limited by the physics': inside Apple’s AirPods Max 2 and the H2 chip upgradeTechRadar Apple AirPods Max 2 Review: A More Significant Upgrade Than I ExpectedCNET The AirPods Max 2 are a great sequel, but not an ambitious oneThe Verge Apple releases new …",The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,https://slashdot.org/firehose.pl?op=view&amp;id=181194458
AAPL,2026-03-31T21:12:06Z,Android Authority,Ryan McNeal,Nothing could expand past smartphones with new smart glasses next year,Nothing is reportedly working on smart glasses and new earbuds. The smart glasses could launch sooner than you expect.,<ul><li>Nothing appears to be working on smart glasses.</li><li>These smart glasses will reportedly arrive in the first half of 2027.</li><li>Its also reported that Nothing plans to launch new earbud… [+1998 chars],https://www.androidauthority.com/nothing-smart-glasses-3653701/
AAPL,2026-03-31T21:07:08Z,Goodereader,Michael Kozlowski,Apple Books will soon get Trophies and Medals,"In the next Apple software update for all devices, Apple Books will finally get some love. Achievements and medals will be introduced.
The post Apple Books will soon get Trophies and Medals first appeared on Good e-Reader.","In an upcoming Apple software update, Apple Books will finally get some love. There will be new awards and medals provided for reading e-books and listening to audiobooks. The Apple year-end awards w… [+1582 chars]",https://goodereader.com/blog/e-book-news/apple-books-will-soon-get-trophies-and-medals
AAPL,2026-03-31T21:03:40Z,Wccftech,Omar Sohail,M5 Max MacBook Pro Performance Scare Highlights A 41.5% Multi-Core Inconsistency Average Arising In Bad Batches,"A bad batch of MacBooks would typically be resolved with a quick software update, but the latest M5 Max models don’t fall in that category, as some of them are showcasing inconsistent multi-core performance in a variety of benchmarks. One YouTuber has noticed…","A bad batch of MacBooks would typically be resolved with a quick software update, but the latest M5 Max models dont fall in that category, as some of them are showcasing inconsistent multi-core perfo… [+2098 chars]",https://wccftech.com/bad-batches-of-m5-max-macbook-pro-exist-with-performance-inconsistencies/
AAPL,2026-03-31T21:03:18Z,The Verge,Jay Peters,You can now use ChatGPT with Apple’s CarPlay,"ChatGPT is now accessible from your CarPlay dashboard if you have iOS 26.4 or newer and the latest version of the ChatGPT app, 9to5Mac reports. Apple's recently-launched iOS 26.4 update added support for ""voice-based conversational apps"" in CarPlay, opening t…","<ul><li></li><li></li><li></li></ul>
iOS 26.4 opened the door to letting you chat with AI chatbots through your CarPlay dashboard.
iOS 26.4 opened the door to letting you chat with AI chatbots thro… [+2105 chars]",https://www.theverge.com/ai-artificial-intelligence/904676/apple-carplay-openai-chatgpt
AAPL,2026-03-31T21:03:01Z,Fstoppers,Alex Cooke,The Biggest Photography Stories of March 2026,"March 2026 was one of those months where every corner of the photography world seemed to shift at once. From semiconductor crises driven by AI infrastructure to the Supreme Court declining to touch a pivotal AI copyright case, from the biggest camera trade sh…",March 2026 was one of those months where every corner of the photography world seemed to shift at once. From semiconductor crises driven by AI infrastructure to the Supreme Court declining to touch a… [+17422 chars],https://fstoppers.com/news/biggest-photography-stories-march-2026-901312
AAPL,2026-03-31T21:00:00Z,TechRadar,"dash.wood@futurenet.com (Dashiell Wood) , Dashiell Wood",The Division Resurgence seems like the perfect way to get your MMO shooter fix on the go — 'We believe it's a good way to catch up with the universe in a more flexible way' developer says,"The executive producer of The Division Resurgence believes the game is ""a good way to catch up with the universe in a more flexible way"".","<ul><li>The executive producer of Tom Clancy's The Division Resurgence has described the new mobile game as ""a good way to catch up with the universe""</li><li>The free-to-play title is fully canon an… [+2799 chars]",https://www.techradar.com/gaming/mobile-gaming/the-division-resurgence-seems-like-the-perfect-way-to-get-your-mmo-shooter-fix-on-the-go-we-believe-its-a-good-way-to-catch-up-with-the-universe-in-a-more-flexible-way-developer-says
AAPL,2026-03-31T20:55:54Z,SamMobile,Adnan Farooqui,Apple’s rumored new Siri strategy exposes a big Samsung AI problem,"While Samsung stormed ahead in mobile AI with its Google Gemini partnership, Apple took a different approach. The company wasn't as open to teaming up with others initially, opting to tightly control Siri and available AI models on its devices to limit how ou…","While Samsung stormed ahead in mobile AI with its Google Gemini partnership, Apple took a different approach. The company wasn't as open to teaming up with others initially, opting to tightly control… [+3811 chars]",https://www.sammobile.com/news/apples-rumored-new-siri-strategy-exposes-a-big-samsung-ai-problem/
AAPL,2026-03-31T20:55:18Z,Yahoo Entertainment,,Apple Inc. (AAPL) Focused on Service Monetization to Accelerate Revenue Growth,,"If you click 'Accept all', we and our partners, including 251 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_c899a6a0-a437-49af-a704-b7c9591c46ab
AAPL,2026-03-31T20:55:08Z,Bringatrailer.com,bringatrailer,2019 Audi TT Coupe 20th Anniversary Edition,"This 2019 Audi TT coupe is #510 of 999 20th Anniversary Edition examples produced for the US market to celebrate 20 years of the TT. It is finished in Aviator Gray Pearl Effect, and details unique to anniversary cars include Moccasin Brown leather with yellow…","This 2019 Audi TT coupe is #510 of 999 20th Anniversary Edition examples produced for the US market to celebrate 20 years of the TT. It is finished in Aviator Gray Pearl Effect, and details unique to… [+3220 chars]",https://bringatrailer.com/listing/2019-audi-tt-5/
AAPL,2026-03-31T20:55:07Z,9to5Mac,Marcus Mendes,Watch Tim Cook ring the Nasdaq Opening Bell as part of Apple’s 50th anniversary celebrations,"Earlier today, Tim Cook remotely rang the Nasdaq Opening Bell from Apple Park, where he also gave a short speech. Here’s what he said.



 more…","Earlier today, Tim Cook remotely rang the Nasdaq Opening Bell from Apple Park, where he also gave a short speech. Heres what he said.
The Nasdaq Opening Bell ceremony took place remotely from Apple … [+2987 chars]",https://9to5mac.com/2026/03/31/watch-tim-cook-ring-the-nasdaq-opening-bell-as-part-of-apples-50th-anniversary-celebrations/
AAPL,2026-03-31T20:53:21Z,Macdailynews.com,MacDailyNews,Apple tests Siri feature that could finally let it handle multiple commands at once,"Apple is quietly working on a significant upgrade to Siri that could make the long-serving digital assistant feel considerably more capable…
The post Apple tests Siri feature that could finally let it handle multiple commands at once appeared first on MacDail…","Apple’s Siri icon
Apple is quietly working on a significant upgrade to Siri that could make the long-serving digital assistant feel considerably more capable and natural to use. According to a new r… [+2123 chars]",https://macdailynews.com/2026/03/31/apple-tests-siri-feature-that-could-finally-let-it-handle-multiple-commands-at-once/
AAPL,2026-03-31T20:51:34Z,USA Today,"Howard Balzer, Cardinals Wire",Arizona Cardinals' strength and conditioning staff still unannounced,"The Arizona Cardinals begin offseason program April 7, but who will be in charge?","The Arizona Cardinals open Phase 1 of their offseason program on April 7 with strength and conditioning, but outside the building, it is unknown who will be guiding the players when they report.
The… [+4042 chars]",https://cardswire.usatoday.com/story/sports/nfl/cardinals/2026/03/31/arizona-cardinals-strength-and-conditioning-staff-still-unannounced/89409791007/
AAPL,2026-03-31T20:50:37Z,CNBC,"Deirdre Bosa, Jasmine Wu",Column: Apple's crackdown on AI apps puts it on the wrong side of history,"Apple is going against its founding mission from 50 years ago by standing in the way AI coding, or vibe-coding.","Steve Jobs founded Apple 50 years ago this week on a simple idea: democratize computing by putting personal computers in the hands of anyone. Now, Apple is going against that founding mission by stan… [+7978 chars]",https://www.cnbc.com/2026/03/31/column-apples-crackdown-on-ai-apps-puts-it-wrong-side-of-history.html
AAPL,2026-03-31T20:47:19Z,Pypi.org,,superdoc-sdk-cli-darwin-arm64 1.3.0.dev51,SuperDoc CLI binary for macOS ARM64 (Apple Silicon),"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/superdoc-sdk-cli-darwin-arm64/1.3.0.dev51/
AAPL,2026-03-31T20:45:04Z,TweakTown,Hassam Nasir,Apple's coding language Swift can now be used to develop Android apps,"The latest Swift update, version 6.3, allows developers to integrate Swift code into projects built with Kotlin and Java, or just make new native apps.Continue reading at TweakTown","There has existed a clear divide between Android and Apple over the past decade or so. Green bubbles vs. Blue bubbles, Safari vs. Chrome, and so many more differences have kept the two platforms sepa… [+1700 chars]",https://www.tweaktown.com/news/110771/apples-coding-language-swift-can-now-be-used-to-develop-android-apps/index.html
AAPL,2026-03-31T20:38:25Z,9to5Mac,Ryan Christoffel,iOS 26.4 has convenient change for iPhone personal hotspot users,"iOS 26.4 launched last week, packing a wide array of new features, including a change for personal hotspot that makes it easy to see who’s using your data.



 more…","iOS 26.4 launched last week, packing a wide array of new features, including a change for personal hotspot that makes it easy to see whos using your data.
Until I went all-in on cellular iPads in th… [+1482 chars]",https://9to5mac.com/2026/03/31/ios-26-4-makes-it-easy-to-see-whos-using-your-personal-hotspot/
AAPL,2026-03-31T20:34:58Z,Schneier.com,Bruce Schneier,Possible US Government iPhone Hacking Tool Leaked,"Wired writes (alternate source):
Security researchers at Google on Tuesday released a report describing what they’re calling “Coruna,” a highly sophisticated iPhone hacking toolkit that includes five complete hacking techniques capable of bypassing all the de…","Wired writes (alternate source):
Security researchers at Google on Tuesday released a report describing what they’re calling “Coruna,” a highly sophisticated iPhone hacking toolkit that includes fiv… [+1799 chars]",https://www.schneier.com/blog/archives/2026/04/possible-us-government-iphone-hacking-tool-leaked.html
AAPL,2026-03-31T20:33:10Z,Vulture,Brian Tallerico,6 New Movies You Can Finally Watch at Home Right Now,"March’s best flicks to land on PVOD included one of the funniest movies you’ll see all year, a smash-hit Canadian comedy, and an Oscar winner. ‘Avatar: Fire and Ash’ is out today.","It was a little quiet out there on the video-on-demand front in March, as the few remaining films from 2025 still unavailable at home filtered onto services like Prime Video, Apple TV, and Fandango a… [+3614 chars]",http://www.vulture.com/article/best-new-movies-to-rent-on-demand-march-2026-releases.html
AAPL,2026-03-31T20:30:19Z,PhoneArena,Johanna Romero,Google injects three vital features into Fitbit's AI health coach,"Plus, the coach is now open to users who don't pay for Premium.","All of these were missing when the coach first launched in Public Preview back in October 2025. Google was upfront about the gaps back then, so it's nice to see them actually following through.Google… [+1309 chars]",https://www.phonearena.com/news/google-injects-three-vital-features-into-fitbits-ai-health-coach_id179332
AAPL,2026-03-31T20:30:07Z,Bringatrailer.com,bringatrailer,2020 Volkswagen Golf GTI S 6-Speed,This 2020 Volkswagen Golf GTI S is finished in Pure White over Clark Plaid cloth and is powered by a turbocharged 2.0-liter inline-four that drives the front wheels through a six-speed manual transaxle and a VAQ+ limited-slip differential. Equipment includes …,This 2020 Volkswagen Golf GTI S is finished in Pure White over Clark Plaid cloth and is powered by a turbocharged 2.0-liter inline-four that drives the front wheels through a six-speed manual transax… [+2085 chars],https://bringatrailer.com/listing/2020-volkswagen-golf-gti-4/
AAPL,2026-03-31T20:30:00Z,Techdirt,Leigh Beadon,Techdirt Podcast Episode 448: Transaction Denied,"Support us on Patreon » In the conversation about online speech, most of the attention tends to fall on the big social media platforms, while other intermediaries get overlooked — especially payment processors and other financial intermediaries. But that very…","from the oft-overlooked dept
In the conversation about online speech, most of the attention tends to fall on the big social media platforms, while other intermediaries get overlooked especially paym… [+680 chars]",https://www.techdirt.com/2026/03/31/techdirt-podcast-episode-448-transaction-denied/
AAPL,2026-03-31T20:21:33Z,9to5Mac,Seth Kurkowski,"9to5Mac Daily: March 31, 2026 – iOS 26.5 beta 1 changes, more","Listen to a recap of the top stories of the day from 9to5Mac. 9to5Mac Daily is available on iTunes and Apple’s Podcasts app, Stitcher, TuneIn, Google Play, or through our dedicated RSS feed for Overcast and other podcast players.



Sponsored by Backblaze: Ba…","Listen to a recap of the top stories of the day from 9to5Mac. 9to5Mac Daily is available on iTunes and Apples Podcasts app, Stitcher, TuneIn, Google Play, or through our dedicated RSS feed for Overca… [+780 chars]",https://9to5mac.com/2026/03/31/daily-march-31-2026/
AAPL,2026-03-31T20:17:03Z,Smashingapps.com,An Jay,Best USB Hub for MacBook in 2026 — 7 Picks for Every Budget,"This guide covers 7 Best USB Hubs for MacBook in 2026 across four price tiers, with honest notes on what each does and does not do well.","Click here to buy secure, speedy, and reliable Web hosting, Cloud hosting, Agency hosting, VPS hosting, Website builder, Business email, Reach email marketing at 20% discount from our Gold Partner Ho… [+10340 chars]",https://www.smashingapps.com/best-usb-hubs-for-macbook-in-2026/
AAPL,2026-03-31T20:15:51Z,MacRumors,Joe Rossignol,Apple Turns 50 Today: Reflecting on Each Decade's Biggest Moments,"Apple was founded on April 1, 1976, meaning the company is officially 50 years old as of today. To honor the occasion, we have reflected on some of Apple's biggest moments of each decade, from the 1970s through to the 2020s.





Apple has an extensive histor…","Apple was founded on April 1, 1976, meaning the company is officially 50 years old as of today. To honor the occasion, we have reflected on some of Apple's biggest moments of each decade, from the 19… [+4440 chars]",https://www.macrumors.com/2026/04/01/apple-turns-50-today/
AAPL,2026-03-31T20:08:00Z,9to5Toys,Justin Kahn,David Pogue’s new ‘Apple: The First 50 Years’ hardcover book now 32% off at Amazon,"As part of the final day of the Amazon Big Spring Sale, it is now offering David Pogue’s Apple: The First 50 Years Hardcover book down at $34.09 shipped. This has been a popular read among readers and staffers over at 9to5Mac, and now Amazon is offering it wi…","As part of the final day of the Amazon Big Spring Sale, it is now offering David Pogues Apple: The First 50 Years Hardcover book down at $34.09 shipped. This has been a popular read among readers and… [+1358 chars]",http://9to5toys.com/2026/03/31/david-pogue-new-apple-first-50-years-hardcover-book-deal/
AAPL,2026-03-31T20:07:55Z,Macworld,Roman Loyola,"Apple employee 50th schwag includes T-shirt, pin, poster, and Paul McCartney","Macworld







Apple’s 50th anniversary is officially on Wednesday, and the company has been holding several events to commemorate the occasion. This week, however, Apple also gave out special anniversary schwag to its employees, according to several posts …","Skip to contentType your search and hit enter
When you purchase through links in our articles, we may earn a small commission. This doesn't affect our editorial independence
.
Apple’s 50th anniver… [+1694 chars]",https://www.macworld.com/article/3103671/apple-employee-50th-schwag-includes-t-shirt-pin-poster-and-paul-mccartney.html
AAPL,2026-03-31T20:05:23Z,Gizmodo.com,Raymond Wong,The Best Gadgets of March 2026,"It was a very packed month for new Apple products, but we also got some notable new gadgets from Sonos, Nintendo, Asus ROG, and even Ikea.","March madness is over. No, not college basketball. I’m, of course, talking about Apple’s own March bonanza headlined by the $600 MacBook Neo. The low-cost and colorful laptop easily stole the spotlig… [+9044 chars]",https://gizmodo.com/best-gadgets-march-2026-2000740331
AAPL,2026-03-31T20:05:06Z,BleepingComputer,blompkuz,duckduckgo in settings storage shows using 20gigs,"duckduckgo in settings storage shows using 20gigs - posted in Apple iOS: there are not 20gigs of files in downloads.  there are 1 gigs in downloads.
 
what is using 19gigs and how do I collect it back?  without uninstalling and upgrading to a new version?
 
t…","there are not 20gigs of files in downloads.  there are 1 gigs in downloads.
what is using 19gigs and how do I collect it back?  without uninstalling and ""upgrading"" to a new version?
this is iphone… [+9 chars]",https://www.bleepingcomputer.com/forums/t/815201/duckduckgo-in-settings-storage-shows-using-20gigs/
AAPL,2026-03-31T20:04:28Z,Mediaite,Zachary Leeman,DHS Slams ‘Failed Comedian’ Jimmy Kimmel Over Joke About Secretary Mullin’s Plumbing Credentials,"The Department of Homeland Security took a hit at comedian Jimmy Kimmel over a joke aimed at DHS Secretary Markwayne Mullin's plumbing past.
The post DHS Slams ‘Failed Comedian’ Jimmy Kimmel Over Joke About Secretary Mullin’s Plumbing Credentials first appear…","Screenshot via ABC.
The Department of Homeland Security took a jab at comedian Jimmy Kimmel over a joke aimed at DHS Secretary Markwayne Mullin’s plumbing past.
“Secretary Mullin represents the bes… [+2406 chars]",https://www.mediaite.com/politics/dhs-slams-failed-comedian-jimmy-kimmel-over-joke-about-secretary-mullins-plumbing-credentials/
AAPL,2026-03-31T20:01:08Z,9to5Mac,Chance Miller,Save over 30% on David Pogue’s new ‘Apple: The First 50 years’ book,"Update March 31, 2026: Ahead of Apple’s 50th anniversary tomorrow, David Pogue’s new book is on sale on Amazon for $34.09 (Reg. $50). This is a great way to save on one of the best modern Apple books there is. 



Original post below. 







Apple celebrates…","Update March 31, 2026: Ahead of Apple’s 50th anniversary tomorrow, David Pogue’s new book is on sale on Amazon for $34.09 (Reg. $50). This is a great way to save on one of the best modern Apple books… [+2444 chars]",https://9to5mac.com/2026/03/31/david-pogue-releases-new-apple-the-first-50-years-book/
AAPL,2026-03-31T20:00:15Z,9to5Mac,Marcus Mendes,App Store Connect adds 11 new languages for localized app metadata,"Apple has expanded App Store Connect’s localization support, allowing developers to localize their app metadata in a total of 50 languages. Here are the details.



 more…","Apple has expanded App Store Connects localization support, allowing developers to localize their app metadata in a total of 50 languages. Here are the details.
Apple announced today that App Store … [+1395 chars]",https://9to5mac.com/2026/03/31/app-store-connect-adds-11-new-languages-for-localized-app-metadata/
AAPL,2026-03-31T19:54:17Z,Eonline.com,Joelle Goldstein,Gwyneth Paltrow's Daughter Apple Martin Makes Directorial Debut,"The apple doesn’t fall far from the tree—just ask Apple Martin.
Indeed, the eldest daughter of Gwyneth Paltrow and Chris Martin proved the longtime saying true as she made her directorial debut on...","The apple doesnt fall far from the treejust ask Apple Martin.
Indeed, the eldest daughter of Gwyneth PaltrowandChris Martinproved the longtime saying true as she made her directorial debut on a musi… [+774 chars]",https://www.eonline.com/news/1430384/apple-martin-makes-directorial-debut-at-college
AAPL,2026-03-31T19:52:59Z,ABC News (AU),Matthew Doran,Iran sets 24-hour deadline on missile threat. Here's what you should know this morning,"US companies including Microsoft, Google and Apple could be targeted, while Donald Trump urges the world to buy American fuel.","Hello. Here's your daily round-up of the latest headlines from the Middle East, as the war engulfing the region reaches the end of day 32.
Analysis: Fuel needn't run out for Australia's economy to b… [+4213 chars]",https://www.abc.net.au/news/2026-04-01/iran-israel-war-daily-news-briefing/106502926
AAPL,2026-03-31T19:52:32Z,Gottabemobile.com,GBM Staff,AI in Everyday Apps You Already Use (And Didn’t Realize It),"Artificial intelligence is often associated with advanced technology, but it is already built into many of the apps people use every day. From streaming services and navigation apps to online shopping and social media, AI works behind the scenes to improve us…","Artificial intelligence is often associated with advanced technology, but it is already built into many of the apps people use every day. From streaming services and navigation apps to online shoppin… [+3298 chars]",https://www.gottabemobile.com/ai-in-everyday-apps/
AAPL,2026-03-31T19:48:25Z,pymnts.com,PYMNTS,Apple Cracks Down on Vibe Coding Services in App Store,"Apple is reportedly stepping up efforts to crack down on vibe coding services. As The Information reported Monday (March 30), the tech giant recently removed one such app from its App Store for breaching its rules. Vibe coding apps, as the report notes, emplo…","As The Information reported Monday (March 30), the tech giant recently removed one such app from its App Store for breaching its rules.
Vibe coding apps, as the report notes, employ artificial intel… [+2109 chars]",https://www.pymnts.com/apple/2026/apple-cracks-down-on-vibe-coding-services-in-app-store/
AAPL,2026-03-31T19:45:48Z,ZDNet,Kayla Solino,The Apple Pencil alternative I use daily is on sale for $28 - but not for long,"ESR's Geo Digital Pencil is on sale for under $30, but today's the last day to shop Amazon's Big Spring Sale.","Kayla Solino/ZDNET
Follow ZDNET: Add us as a preferred source on Google.
If you've got an iPad, chances are you've considered getting an Apple Pencil or a similar stylus. While they all do the same… [+3723 chars]",https://www.zdnet.com/article/esr-geo-pencil-apple-pencil-amazon-spring-sale-deal/
AAPL,2026-03-31T19:45:22Z,ABC News (AU),Audrey Courty,Live: Iranian president says Tehran willing to end war but needs guarantees,"Iran has the ""necessary will"" to end the war with the United States and Israel, Iranian President Masoud Pezeshkian says, stressing that Tehran is seeking guarantees the conflict will not flare up again.","As noted earlier, Iranian President Masoud Pezeshkian has said the country has the ""necessary will"" to end the war with the United States and Israel.
But he stressed that Tehran was seeking guarante… [+652 chars]",https://www.abc.net.au/news/2026-04-01/iran-war-live-updates-us-israel-australia-petrol-oil/106518848
AAPL,2026-03-31T19:40:00Z,Empire of The Kop,Empire of the Kop,Liverpool given green-light to complete £56.7m transfer ahead of the summer window,"Castello Lukeba will be available on the market in the upcoming summer transfer window.RB Leipzig are said to be prepared to sell the centre-back for a fee below his €80m [£69.8m] release clause, r...","Castello Lukeba will be available on the market in the upcoming summer transfer window.
RB Leipzig are said to be prepared to sell the centre-back for a fee below his 80m [£69.8m] release clause, re… [+2268 chars]",https://www.empireofthekop.com/2026/03/31/liverpool-given-green-light-to-complete-56-7m-transfer-ahead-of-the-summer-window/
AAPL,2026-03-31T19:35:36Z,TechCrunch,Amanda Silberling,Meta was finally held accountable for harming teens. Now what? | TechCrunch,"Meta faces thousands more court cases while Congress has proposed numerous bills addressing children’s online safety, some heavily criticized.","Meta lost a lawsuit against the state of New Mexico last week, marking the first time that the company has been held liable by the court system for endangering child safety. This was a landmark decis… [+6869 chars]",https://techcrunch.com/2026/03/31/meta-was-finally-held-accountable-for-harming-teens-now-what/
AAPL,2026-03-31T19:34:20Z,MacRumors,Juli Clover,OpenAI Brings ChatGPT to CarPlay for Hands-Free Voice Conversations,"OpenAI has updated ChatGPT with support for CarPlay, which means ‌CarPlay‌ users can now ask ChatGPT questions and make requests directly from their vehicle dashboard.





Apple began allowing third-party voice-based conversational apps to interface with ‌Ca…","OpenAI has updated ChatGPT with support for CarPlay, which means ‌CarPlay‌ users can now ask ChatGPT questions and make requests directly from their vehicle dashboard.
Apple began allowing third-par… [+1124 chars]",https://www.macrumors.com/2026/03/31/openai-chatgpt-carplay/
AAPL,2026-04-19T00:52:38Z,USA Today,"Cory Woodroof, For The Win",Who could the Giants draft with their new 2026 NFL Draft first rounder?,This player might be who the Giants are eyeing with their new NFL Draft pick.,"The New York Giants officially have two of the top 10 picks in the 2026 NFL Draft, making Thursday night in Pittsburgh a pivotal one for the Big Apple.
Who might the Giants have in mind for their ne… [+910 chars]",https://ftw.usatoday.com/story/sports/nfl/2026/04/18/who-could-giants-draft-new-2026-nfl-draft-first-rounder/89684229007/
AAPL,2026-04-19T00:44:59Z,USA Today,"Jess Root, Cardinals Wire",Arizona Cardinals open to trading out of No. 3 pick,What sort of deal could the Cardinals get for the third overall pick?,"The 2026 NFL draft is just days away and the Arizona Cardinals would like to trade out of the No. 3 overall pick if possible. When general manager Monti Ossenfort met with the media this week, he sai… [+1245 chars]",https://cardswire.usatoday.com/story/sports/nfl/cardinals/2026/04/18/arizona-cardinals-open-to-trading-out-of-no-3-pick/89683329007/
AAPL,2026-04-19T00:32:32Z,Slashdot.org,feedfeeder,Latest iPhone rumors: iPhone 18 colors and cameras appear in new leaks - Mashable,"Latest iPhone rumors: iPhone 18 colors and cameras appear in new leaksMashable iPhone 18 Pro colors revealed: Exclusive look at Apple’s 2026 modelsMacworld iPhone 18 Pro's Four Rumored Colors Revealed, Including 'Dark Cherry'MacRumors Apple iPhone 18 Pro Late…",The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,https://slashdot.org/firehose.pl?op=view&amp;id=181751770
AAPL,2026-04-19T00:17:00Z,BGR,staff@bgr.com (Joshua Hawkins),You Should Avoid These iPhone Models In 2026 - Here's Why,"Which iPhones should you avoid in 2026? Understanding Apple's vintage list, support timelines, and what it means for your device can save you a headache.","Rare vintage tech can be a great resource not only for remembering old tech you love, but also for making some extra money if you want to sell it. However, because of the potential lack of hardware s… [+1132 chars]",https://www.bgr.com/2146873/iphones-end-of-life-vintage-2026/
AAPL,2026-04-19T00:00:00Z,Nature.com,"Behrad Roohi, Joel D. A. Tyndall, Thomas Svoboda, Sybren de Hoog, Pedro W. Crous, Brian C. Monk, Birgit Strobl, Annemarie Weissenbacher, Joseph Strauss, Paul E. Verweij, Michaela Lackner",The dual role of azoles: lifesaving antifungals and drivers of resistance – a One Health perspective,The same azole antifungals that protect patients and crops are driving resistance across ecosystems. This Review explores how cross-sector use is reshaping fungal evolution and outlines One Health strategies to safeguard antifungal effectiveness.,"<li>FRAC. FRAC code list: fungal control agents sorted by cross-resistance pattern and mode of action https://www.frac.info/media/ljsi3qrv/frac-code-list-2025.pdf (FRAC, 2025).
</li><li>Hui, S. T., … [+55243 chars]",https://www.nature.com/articles/s41467-026-71762-9
AAPL,2026-04-19T00:00:00Z,Mercola.com,communities@mercola.com (Dr. Joseph Mercola),Disease Is Your Body's Aging Process on Fast-Forward,"Editor's Note: This article is a reprint. It was originally published April 20, 2025.

Getting older is part of life. You expect to slow down, feel a little more tired, and notice more wear and tear. But many of the symptoms people associate with ""normal agin…","Editor's Note: This article is a reprint. It was originally published April 20, 2025.
Getting older is part of life. You expect to slow down, feel a little more tired, and notice more wear and tear.… [+20808 chars]",https://articles.mercola.com/sites/articles/archive/2026/04/19/disease-your-bodys-aging-process-fast-forward.aspx
AAPL,2026-04-18T23:50:26Z,Pypi.org,,apple-fm-cli 0.1.2,CLI and OpenAI-compatible HTTP server for Apple Foundation Models (Apple Intelligence),"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/apple-fm-cli/0.1.2/
AAPL,2026-04-18T23:50:22Z,Pypi.org,,apple-fm-cli added to PyPI,CLI and OpenAI-compatible HTTP server for Apple Foundation Models (Apple Intelligence),"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/apple-fm-cli/
AAPL,2026-04-18T23:50:03Z,Bringatrailer.com,bringatrailer,6k-Mile 2017 Aston Martin V12 Vantage S 7-Speed,"This 2017 Aston Martin V12 Vantage S is one of a reported 100 manual transaxle-equipped US-market units produced for the model year, and it has under 6k miles. It was ordered with nearly $13k in Aston Martin Q Program options, including Silver Birch paint, a …","This 2017 Aston Martin V12 Vantage S is one of a reported 100 manual transaxle-equipped US-market units produced for the model year, and it has under 6k miles. It was ordered with nearly $13k in Asto… [+3323 chars]",https://bringatrailer.com/listing/2017-aston-martin-v12-vantage-s-37/
AAPL,2026-04-18T23:40:18Z,Pypi.org,,jax-mps 0.9.14.dev563,JAX backend for Apple Metal Performance Shaders (MPS),"A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",https://pypi.org/project/jax-mps/0.9.14.dev563/
AAPL,2026-04-18T23:39:57Z,Just Jared,Just Jared,"'Heated Rivalry' Creator Jacob Tierney Teases Season 2, Talks Adding Elements of 'Role Model'","Jacob Tierney is dishing on the upcoming second season of Heated Rivalry! The creator, writer, director and producer of the hit Crave series, based on the Rachel Reid “Game Changers” book series, appeared at BookCon with the author and teased what’s to come i…","Jacob Tierney is dishing on the upcoming second season of Heated Rivalry!
The creator, writer, director and producer of the hit Crave series, based on the Rachel Reid “Game Changers” book series, ap… [+2165 chars]",https://www.justjared.com/2026/04/18/heated-rivalry-creator-jacob-tierney-teases-season-2-talks-adding-elements-of-role-model/
